username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Noel Gallo,3078558972,"Oakland, California",1/22/2023 4:59,HAPPY LUNAR NEW YEAR: May the YEAR of the RABBIT bring you and family happiness and prosperity. Thanks to the Oakla�?https://t.co/CVAQ9suDBy,2,Twitter for iPhone,
Myrna Melgar 🚲🌁🇸🇻,23681075,San Francisco CA,1/22/2023 4:49,Happy Lunar New Year!!!! https://t.co/EiZ4Gt46CW,4,Twitter for Android,
Vanessa Hua,145024177,"San Francisco, CA",1/22/2023 4:41,"Did you remember to get your haircut *before* Lunar New Year?

https://t.co/wmxuCOdGFC",0,Twitter Web App,
Vanessa Wei,7.32338E+17,"San Francisco, CA",1/22/2023 4:32,@BOGUMMY @eider_official Happy lunar new year to u &amp; ur family wish u guys healthy and happiness always 😊,0,Twitter for iPhone,
2.0🧞‍♀�?1565551544203825152,"Oakland, CA",1/22/2023 4:29,@_tbabii This Chinese New Year Fuckin slowin down the process 🤦🏾‍♀�?0,Twitter for iPhone,,,
dnagirl 🇺🇦,16652049,"San Francisco, CA",1/22/2023 4:20,For Chinese New Year I got my Christmas wish of our Rottweiler coming home--nice &amp; calm. https://t.co/BbDP902gRm,0,Twitter Web App,
Steven Aquino (he/him),152115336,"San Francisco, CA",1/22/2023 4:14,@gloria_sin We’re dealing with Covid still over here. I’m pretty miserable. We both forgot about New Year’s. 😔,0,Twitter for iPhone,
Madona Jayasooriya,1.53768E+18,"San Francisco, California",1/22/2023 4:14,"@uquidcard Happy New Year UQUID ! Gong xi fa cai! May this new year bring you happiness, prosperity, and good luck�?https://t.co/NmVUCUwJDR",0,Twitter Web App,
🧧 Bryan Cheong,103504694,San Francisco,1/22/2023 4:10,Happy New Year and https://t.co/22SeqpqBQA,1,Twitter Web App,
Sam Carpenter,1688997330,"San Francisco, CA",1/22/2023 4:08,Happy Chinese New Year to all who celebrate!,0,Twitter Web App,
JamesVaughn007,2957976000,San Francisco ,1/22/2023 4:06,The New York Giants 🏈 had a surprising year. quarterback Daniel Jones need some more weapons and build that defense�?https://t.co/RuZs5hWGoe,0,Twitter for iPhone,
Nexusguard,595344663,San Francisco,1/22/2023 4:05,Happy Chinese New Year of the Rabbit! May luck always be at your door and shower you with blessings. 🧧🐇🧧 https://t.co/AzPcLYsD64,0,HubSpot,
pink,1.59331E+18,"San Francisco, CA",1/22/2023 4:03,"People I know make me happy to go on

😎 Happy Chinese New Year ❤️ https://t.co/16walhwxe4",0,Twitter for Android,
Carol Wyatt,58486635,"Emeryville, CA",1/22/2023 4:01,@johnajonesIII Hi John; Happy New Year!  I was waiting for one of the admirable voices of the Sane side and not the�?https://t.co/id9Y3I9ADP,0,Twitter Web App,
Stanley Morrical ,1618600166,"San Francisco, CA",1/22/2023 3:57,Happy New Year 🎆! https://t.co/9ljmuYzYif,0,Twitter for iPhone,
Hannibal Thompson,100660910,"San Francisco, CA",1/22/2023 3:57,The top 4 RB’s will be on new teams next year I’m calling it now. NFL teams don’t be paying RB’s no more man https://t.co/I0SAiqNN7I,0,Twitter for iPhone,
Stanley Morrical ,1618600166,"San Francisco, CA",1/22/2023 3:56,"Homemade dumplings 🥟.  

Happy New Year! 🎆 https://t.co/hhixj9zyeR",0,Twitter for iPhone,
Matt Kim,218195620,"San Francisco, CA",1/22/2023 3:51,"Happy Lunar New Year to you too, Marvel Snap 🥹 https://t.co/u3wYJCJpV2",0,Twitter for iPhone,
wilfredo ,14763950,"San Francisco, CA",1/22/2023 3:51,@Hans_Karl Happy New Year to you! Thank you for the share�?look forward listening! Cheers mate!,0,Twitter for iPhone,
John Kelly,1.36104E+18,San Francisco,1/22/2023 3:48,"@flea333 1991 - the year of where Nevermind, Spiderland and Loveless taught people a new way to listen and play.",0,Twitter Web App,
Henry Schulman BLUE CHECK MARK,43426456,"Burlingame, CA",1/22/2023 3:47,"Nick Cafardo
Gerry Fraley
Chris Ledesma
Pedro Gomez
Jim Moorehead
Al Saracevic
Now Gwen Knapp

All alive New Year’s�?https://t.co/x4n7zCeDqX",2,Twitter for iPad,
Cnglee,1.191E+18,"San Francisco, CA",1/22/2023 3:47,Happy Lunar New Year! It’s the year of the rabbit. https://t.co/blIjuwEln8,1,Twitter for iPad,
Josephgiles,1.59E+18,San Francisco,1/22/2023 3:43,Considering the recent pumps I believe people will hunt for micro caps and Year of the Rabbit might be good narrati�?https://t.co/GQYjcVqPHg,0,Twitter Web App,
NicoleAdams,1.58928E+18,San Francisco,1/22/2023 3:42,Considering the recent pumps I believe people will hunt for micro caps and Year of the Rabbit might be good narrati�?https://t.co/X16eBoQk4G,0,Twitter Web App,
Assignment Understander,1181362189,"San Francisco, CA",1/22/2023 3:41,"The most enjoyable new movies I’ve seen in a year were movies I’ve seen this last week:
Pale Blue Eye
Tár
The Menu
Top Gun: Maverick",0,Twitter for iPhone,
Vincent Passafiume,7.19521E+17,"San Francisco, CA",1/22/2023 3:38,Love the representation that our SFO Premium Services team brings!  Happy Lunar New Year 🧧 🐇 https://t.co/i3EAFRSsnR,0,Twitter for iPhone,
Jitterbit,23122930,"Alameda, CA",1/22/2023 3:31,"Happy New Year! 🐇  🎊  

Wishing you all a prosperous and healthy year ahead!  🥟 💰 

#LunarNewYear 🌑 https://t.co/lAPuxe0HBy",1,Sprout Social,
SFStevie,2867830186,"San Francisco, CA",1/22/2023 3:29,"To all my Chinese American friends about to get plastered tonight, Happy New Year!
2023 is the year of the rabbit f�?https://t.co/0o8I6DRIux",1,Twitter for Android,
🔥,808840,"San Francisco, CA",1/22/2023 3:26,"sad to learn removal was indeed the case &amp; @Replit's Hacker plan is losing the majority of its value:
Access to AI�?https://t.co/dIhX7nxF9n",0,Twitter for Android,
Steve Riley☮️,314668690,Near San Francisco California,1/22/2023 3:25,@nancywyuen Happy New Year of the Rabbit! 😊,0,Twitter for iPhone,
David N,1.45866E+18,"San Francisco, CA",1/22/2023 3:24,I wish to move forward the future is my hope new day new year new life peace and happiness will be the focus of my new year,0,Twitter for Android,
Chain Capital,2240442788,"San Francisco, CA",1/22/2023 3:18,Happy lunar new year! https://t.co/cQQVX6SXgR,0,Twitter for iPhone,
Zen 🍥,1675097886,"San Francisco, CA",1/22/2023 3:18,"I kinda want to play the new Fire Emblem, but I also kinda want to wait for a sale, even if it's like 20%

How long�?https://t.co/qPCAKktc21",0,Twitter Web App,
erldLonmn,1.58766E+18,San Francisco,1/22/2023 3:17,"Happy CNY! Ape $Rabbit for your first 10x returns!! 

 I bought any possible $Rabbit token on the market and wait f�?https://t.co/UDJY0EOO2C",1,Twitter Web App,
michelle:)))),1.03813E+18,san francisco,1/22/2023 3:13,lunar new year lego display set! https://t.co/ifIA9Wrtah,55,Twitter for iPhone,
Kuang Xu 许匡,1.13166E+18,"San Francisco, CA",1/22/2023 3:12,"Happy Chinese New Year! Here's a cool photo (pc @tongbingxue) from my hometown, Suzhou - wishing all get to spend t�?https://t.co/4pnxC0MqU6",0,Twitter Web App,
Jeff Boudier 🤗,14792254,San Francisco,1/22/2023 3:10,Happy New Year! 🐰🧧 https://t.co/gztijrrVZ1,0,Twitter Web App,
Math Agility,1.2314E+18,"South San Francisco, CA",1/22/2023 3:09,"Happy Lunar New Year from the Math Agility Team! 🐰

#MathAgility #MathProblems #MathSolutions #MathTutor�?https://t.co/8Qm75QTQ6F",1,Twitter Web App,
Henry Gilbert,115789316,"Berkeley, CA",1/22/2023 3:08,Exciting times when the Sketchfest show I’m seeing is in Chinatown during new year’s partying https://t.co/Q2GehTfKKW,0,Twitter for iPhone,
Valerie Alvarez,16454083,"San Francisco, CA",1/22/2023 3:05,"@Upwork Thanks! It's been 21 days. I started Day one of the new year. Before the near year started, I checked out v�?https://t.co/nidtEbsCMD",0,Twitter Web App,
Jon Bauer,11967932,"Oakland, CA",1/22/2023 3:02,@BullishDumpling @JuanitaJaramill Happy New Year Dumpling! 🐇,0,Twitter for iPhone,
Tate Yoko Research Institute - TRI,2585704122,"Oakland, California, US",1/22/2023 3:01,"SEE YOU LATER TIGER
HELLO AND WELCOME WATER RABBIT

Run and Run Swim Swim you will be ahead of the Time and Space A�?https://t.co/QhmiINfa4k",0,LinkedIn,
AdviseBridge,1.52954E+18,San Francisco,1/22/2023 3:00,"AdviseBridge wishes you and your family a happy Chinese new year 2023! The year of Rabbit.🥳🐇

#advisebridge�?https://t.co/coONYfTo1C",0,Twitter Web App,
Tyler Durden,8.02336E+17,"San Francisco, CA",1/22/2023 2:58,Where The World Celebrates Chinese New Year https://t.co/3FPjPRRikn,1,IFTTT,
Melvin C. 朱嘉�?311003297,"San Francisco, CA",1/22/2023 2:50,Celebrating the coming of the new year. Bye bye Year of the Tiger 🐯hellooooo Year of the Rabbit 🐰 #LunarNewYear2023 https://t.co/b0KQ09EkTQ,0,Twitter for iPhone,,
"Prasun Mishra, Ph.D.",178549323,"San Francisco, CA",1/22/2023 2:48,"Happy Chinese New Year from #Dubai 

Just as rabbit is agile and fast, let's all continue at an agile pace to make�?https://t.co/mouFYn8qO5",0,LinkedIn,
Chase Center,4836530927,"San Francisco, CA",1/22/2023 2:47,We had so much fun today. Thank you all and a happy Lunar New Year! https://t.co/gCyHz2O2sm,3,Twitter for iPhone,
Row Marvelous,20349029,San Francisco,1/22/2023 2:47,My dad has been in a non-sinister text thread for the last 2 years. He has no idea who these 2 other people are. He�?https://t.co/iewEEeHt01,0,Twitter for iPhone,
oakland for oakland,1.55074E+18,Oakland,1/22/2023 2:45,Happy Lunar New Year from Oakland https://t.co/WYbqWnI30k,2,Twitter for iPhone,
Joel Engardio,26928597,San Francisco,1/22/2023 2:39,Happy Lunar New Year’s Eve! My husband and I did Facetime with his family in Taiwan. Now we're cooking up dinner fo�?https://t.co/XqShkyMJMi,2,Twitter Web App,
mark nagata,57776440,"san francisco, ca - usa",1/22/2023 2:33,"Happy Lunar New Year ! Here’s a drawing I did when I was 9 years old, a mere 50 years ago 😬😅🎊 Luckily my mother sav�?https://t.co/iDv37dU8MT",0,Twitter for iPhone,
InstaSafe,844786050,"San Francisco, California",1/22/2023 2:30,"Wishing you a year of abundance and prosperity! Happy Chinese New Year 2023! 

#chinesenewyear #lunarnewyear�?https://t.co/fRs3vbImca",0,Zoho Social,
Steve Riley☮️,314668690,Near San Francisco California,1/22/2023 2:27,"@thetamlyntomita Yes, of course! Happy new Year of the Cat! 😊",0,Twitter for iPhone,
Chinese New Year Festival & Parade,9.52967E+17,"San Francisco, CA",1/22/2023 2:26,Thrive City is alive with the Lunar New Year Celebration tonight! https://t.co/ipMhN4uCIP,10,Buffer,
Yan L,1.36002E+18,"San Francisco, CA",1/22/2023 2:25,"Happy lunar new year 🧧!
#photography #nature https://t.co/bEadTzZvK9",0,Twitter for iPhone,
Crypto Kenny,2817670777,"San Francisco, CA",1/22/2023 2:22,@MocaverseNFT Happy lunar new year Moca fam!,0,Twitter for Android,
zetman.eth,1.55213E+18,"San Francisco, CA",1/22/2023 2:19,@ninjakingdomjp Happy lunar new year to you and hopefully we land on the moon this year,0,Twitter for iPhone,
Steve Riley☮️,314668690,Near San Francisco California,1/22/2023 2:19,@thetamlyntomita Happy New Year of the Rabbit! 😊😊,0,Twitter for iPhone,
Jennifer Chung,2806666725,"San Francisco, CA",1/22/2023 2:16,@tim_cook Happy Lunar New Year!,0,Twitter for iPhone,
🌸Nana�?@ sh0p reopened!,7.88991E+17,"San Francisco, CA",1/22/2023 2:15,Happy Lunar New Year Eve! I'm not Vietnamese but I hear it's year of the cat (instead of rabbit) so here are my cat�?https://t.co/6HP3zfj3Um,0,Twitter for Android,
Jingyi Li,7.35557E+17,"San Francisco, CA",1/22/2023 2:12,happy lunar new year! i hope the #YearOfTheRabbit brings you coziness and community 🐇🧧🥕 https://t.co/8u4WfCZmQl,0,Twitter Web App,
Vancc,1.55704E+18,"San Francisco, CA",1/22/2023 2:12,happy Chinese new year,0,Twitter for iPhone,
Gabriella 💚🤍💜🦕,15506203,"San Francisco, CA",1/22/2023 2:01,If you have a minute do a Google search for Chinese New year... let me know what happens?! #ChineseNewYear https://t.co/keAeMWstR2,1,Twitter Web App,
Mafa,1.46658E+18,"San Francisco, CA",1/22/2023 1:58,"@sweswesuuwee Happy Lunar new year 
＃TwitFi",0,Twitter for iPhone,
Heliensus,1.48651E+18,"San Francisco, CA",1/22/2023 1:57,"Happy lunar new year guys!
#HappyLunarNewYear
#HappyNewYear2023",0,Twitter for Android,
Okarin pussy hunter,391182104,"San Francisco, CA",1/22/2023 1:57,"*hears fireworks*
*Googles when Chinese new year is*
Ah",0,Twitter for Android,
trâm,1.5583E+18,"San Francisco, CA",1/22/2023 1:54,"viet lunar new year essentials: rituals, prayers, LUCKY $$ even if you’re grown ass 28 yo 😛😉 (you just need to cosp�?https://t.co/KrglLZt2ys",0,Twitter for iPhone,
Frances Dinglasan,72349563,San Francisco,1/22/2023 1:49,Sunny &amp; Windy tomorrow for Lunar New Year and the 49er game. https://t.co/e1HWCXHapn,2,Twitter Web App,
edutopia,35415477,"San Rafael, California, USA",1/22/2023 1:46,IEP season is here. Get ready with these helpful tips for first-year special education teachers. #SpecialEducation�?https://t.co/nFLfbUdvvS,6,Sprout Social,
KZCityARGCH22,1.55361E+18,San Francisco,1/22/2023 1:45,"@ErlingHaaland Happy New Year, the King💙⚽️",0,Twitter Web App,
FOODIE ADVENTURES!®,26938676,"San Francisco, CA",1/22/2023 1:42,"Costco dilemma�?WhiteRabbit Ice Cream Bars (whaaat!) or Mochi Trio? Decisions, decisions. Happy Lunar New Year from�?https://t.co/DsFUb4j91y",0,Twitter for iPhone,
Share Creators,9.61065E+17,"San Francisco, CA",1/22/2023 1:37,Warm wishes on Chinese New Year to you. May this year be full of celebrations and success for you and your loved on�?https://t.co/S6lzgdPyHx,0,SocialPilot.co,
Soul Jam,3131516573,"San Francisco, CA",1/22/2023 1:37,"Mapo tofu for the Lunar New Year potluck 🧧
#Boennappetit https://t.co/7YV8RMOyS9",0,Twitter for iPhone,
🐰YEAR OF THE YUMA🐰,2479290181,"San Francisco, CA",1/22/2023 1:36,happy lunar new year eve!!!! tonight’s probably even more important than tomorrow for chinese families bc we are al�?https://t.co/ER6dL52MCd,0,Twitter for iPhone,
Dr. Reginald Freeman,1.39559E+18,"Oakland, CA",1/22/2023 1:34,Honored to be in attendance today at the Oakland Chinatown Chamber of Commerce Lunar New Year Bazaar. Deputy Chief�?https://t.co/v1L6JmJ8Af,2,Twitter for iPhone,
A Reader,170165713,San Francisco,1/22/2023 1:33,"“The new conflicts of our century will not be of our choosing,�?Macron said in a new year speech on Friday at the M�?https://t.co/wcHblnfGNR",0,Twitter for iPad,
johnny,251128422,san francisco,1/22/2023 1:30,"恭喜發財!
happy lunar new year!!
year of the water rabbit!
🌙💕🌊🐇🧧",0,Twitter for iPhone,
"AuntyAlias - Artist, Astrologer, Author",107612608,"San Francisco, CA, USA",1/22/2023 1:30,"1-21-2023, Sunset in the Sunset District SF, CA.  Gung Hay Fat Choy Year of the Rabbit, Happy New Moon. The replace�?https://t.co/y64kUpfHr1",0,Twitter for Android,
alan kao,28852901,San Francisco,1/22/2023 1:27,"Happy Lunar New Year 🧧 Wishing everyone good health, happiness and success #chinesenewyear #lunarnewyear�?https://t.co/c4qlQaH4Os",0,IFTTT,
SPIE Photonics West | #PhotonicsWest,300522981,San Francisco,1/22/2023 1:25,"@JonasBerzins We are very excited about the #SPIEBiOS program this year -- so many excellent talks, and some new co�?https://t.co/bRFR27wJQx",0,Sprout Social,
thebowlerhat,32821251,"Larkspur, CA",1/22/2023 1:20,"Are you feeling activated by the New Year energy? It could be the New Moon in Aquarius, the 2023 transition, and al�?https://t.co/avvIk4Kod7",0,Twitter for iPhone,
Revinate,38219579,"San Francisco, CA",1/22/2023 1:20,"From all of us here at Revinate, we wish you a happy Lunar New Year as you welcome the year of the rabbit! 🐰 

We h�?https://t.co/MScpZ9Pcx5",0,Hootsuite Inc.,
Carlos Martinez,518116882,"San Francisco, CA",1/22/2023 1:18,Bitch I’m in Chinatown during Chinese New Year and for a second I thought I was a supporting character in our latest mass shooting 💀💀💀,0,Twitter for iPhone,
Kim Herbst is German for Autumn 🍂,445043024,"San Francisco, CA",1/22/2023 1:14,Older Lunar New Year art from prior years: https://t.co/lLZd74kn0h,2,Twitter Web App,
Kim Herbst is German for Autumn 🍂,445043024,"San Francisco, CA",1/22/2023 1:14,Happy Lunar New Year! My 12-year project continues with the Year of the Rabbit! I'll post some of the older ones on�?https://t.co/jqQYrdpopE,9,Twitter Web App,
Jim Steichen,7.5562E+17,"San Francisco, CA",1/22/2023 1:14,Happy new year! https://t.co/PmfCEXhMPR,0,Twitter for iPhone,
Lisa Jackson,37683428,"Berkeley, California",1/22/2023 1:12,"Happy Lunar New Year Eve! It’s the year of the rabbit, that’s me!🐰Theo and I made dumplings using the recipe by our�?https://t.co/R7eOW4LI6L",0,Instagram,
Jtyyyy,2344689277,"San Francisco, CA",1/22/2023 1:09,Happy Chinese New Year�?https://t.co/MhQtq9cKWE,0,Twitter for iPhone,
Nozomi Networks,1340428902,"San Francisco, CA",1/22/2023 1:00,We wish all of our friends and colleagues a happy and prosperous Lunar New Year! May the Year of the Rabbit bring y�?https://t.co/iM8P9lmIUX,1,Hootsuite Inc.,
The Daily Californian,23372163,"Berkeley, CA",1/22/2023 1:00,"Many rush to accomplish their New Year goals, but The Daily Clog is here to introduce a new method of how to do so�?https://t.co/9W24ferdZz",0,TweetDeck,
Evarolia,1.44594E+18,"San Francisco, CA",1/22/2023 0:58,@joggingpig @zlj517 Happy Chinese New Year!😆😆😆😆,0,Twitter for iPhone,
Akiko Sienkiewicz,9.40765E+17,"San Francisco, CA",1/22/2023 0:56,🎉🐇Happy Lunar New Year 🧧 from all of us in Premium Services SFO! ✈️#TeamSFO @weareunited @Tobyatunited @Auggiie69�?https://t.co/JnaY8C46Nh,1,Twitter for iPhone,
Nix 🕊,1.15463E+18,"San Francisco, CA",1/22/2023 0:56,"proud of my roots &amp; culture 

Happy Chinese New Year! Ft. hand embroidered traditional top, this type of design can�?https://t.co/igSZ2cZgeJ",1,Twitter for iPhone,
KPB | JDR @ Frosty Faustings XV,258072624,"San Francisco, CA",1/22/2023 0:55,In NorCal Dogfight to start off the new year for locals. https://t.co/C3BtKNq7ci,0,Twitter for iPhone,
Chase Center,4836530927,"San Francisco, CA",1/22/2023 0:54,Ready to get the Lunar New Year celebration started! https://t.co/MgJBGgsO64,5,Twitter for iPhone,
Hasti,192638561,"San Francisco, CA",1/22/2023 0:45,Happy new year!!! https://t.co/0AaNwLXBt0,0,Twitter Web App,
James Gowdey,785747,"San Francisco, CA",1/22/2023 0:45,@needBobaTea Happy new year! 🤩🤤,0,Twitter for iPhone,
Dr. O,1596310062,"Oakland, CA",1/22/2023 0:30,Walking around Chinatown today and there were some crowds for Lunar New Year but wasn’t that worried because almost�?https://t.co/YN47g5Fu1O,0,Twitter Web App,
Citron ✨️#MikanVT,7.27398E+17,"San Francisco, CA",1/22/2023 0:25,"Happy Lunar New Year!!
#MIKANVT #VtuberRedebut on https://t.co/sYkTvASQjt , February 3, 2023! Mark you calendars fo�?https://t.co/g7NBKdeC8V",7,Twitter Web App,
dnagirl 🇺🇦,16652049,"San Francisco, CA",1/22/2023 0:24,Happy Lunar New Year! You might be wondering about the dark eyes during a time of celebration 🎉🥳 🎆. As true as that�?https://t.co/fAXwjXsBxy,0,Tumblr,
Priseyycalhoun 🌸,978257930,"Oakland, CA",1/22/2023 0:14,"New year, new double stroller 😍",0,Twitter for iPhone,
Joe Fitzgerald Rodriguez,407440890,"San Francisco, CA",1/22/2023 0:10,@caraesten Christmas Nights is amazing! You can earn KARAOKE as a reward in-game and me and my buds belted it out on new Year's 🎶🎼🎵,0,Twitter for Android,
Jeffrey Tumlin 🏳️‍�?310450883,"San Francisco, CA",1/22/2023 0:09,"Join me tomorrow, taking the new Central Subway to Chinatown to celebrate the Year of the Rabbit https://t.co/pDWrQfkdMp",1,Twitter for Android,,
Wind River,34478091,"Alameda, CA",1/22/2023 0:00,Wishing you and your loved ones a happy and prosperous Lunar New Year of the Rabbit! 2023 is predicted to be the ye�?https://t.co/I192LUGWN7,0,Hootsuite Inc.,
As You Sow,72665016,"Berkeley, CA",1/22/2023 0:00,Progress! A new program by @GovKathyHochul will require large greenhouse gas emitters and fuel distributors in New�?https://t.co/9F2TkjQKUq,1,Hootsuite Inc.,
Armis,8.48672E+17,"San Francisco, CA 94104",1/22/2023 0:00,"Wishing a happy Lunar New Year to all celebrating! May 2023 be full of peace, prosperity and longevity in the year�?https://t.co/2mWr9BJPBJ",0,Hootsuite Inc.,
Xingyu Li (�? �?,1.47454E+18,San Francisco,1/21/2023 23:49,Happy Lunar New Year! 🧧🐇🧧 https://t.co/aLqvetrf4H,0,Twitter Web App,
�?Mar ⟬⟭,24179143,"San Francisco, CA",1/21/2023 23:46,Wasnt it called Chinese new year worldwide though ? https://t.co/xGOa326L1T,0,Twitter for iPhone,
6everly,9.57464E+17,"Oakland, CA",1/21/2023 23:46,@StrappyCode happy lunar new year!!,0,Twitter Web App,
Raymundo Perez,16324653,"San Francisco, CA",1/21/2023 23:44,Happy Lunar New Year 2023 | Dev Video - Riot Games https://t.co/VvLSFj8Y12 via @YouTube to all that celebrate with�?https://t.co/Npbw8oIgd5,0,Twitter Web App,
Cobien Tage,1.56835E+18,"South San Francisco, CA",1/21/2023 23:41,@turbotax That new commercial airing during the NFL playoffs with the dad sleeping with his baby on his chest is da�?https://t.co/SHS0tbXayY,0,Twitter for Android,
Cheese,1.50977E+18,"Oakland, CA",1/21/2023 23:33,"@ElenaaETH @samuelgildas This is hella nice 🙌🏽🔥
Happy Lunar New Year to you too Elena, much love fam 🤝💛
Have a great year!",0,Twitter for iPhone,
Wolfgang Fernández,1426282801,"Millbrae, CA",1/21/2023 23:31,"These are German in the outside with Taiwanese Gua Bao inside; a picture of my blended family. Ava Hsu, my Chinese�?https://t.co/N7HNN535P1",0,Twitter for iPhone,
Lionel Lion (parody account),1.40087E+18,"San Francisco, CA",1/21/2023 23:26,I shared this story with Human’s Facebook essay in a thread a few minutes ago.  That has been deleted so an unaccep�?https://t.co/j9ZFCMvkIz,0,Twitter for iPad,
Walter Lee,611519946,"San Francisco, CA",1/21/2023 23:23,"Happy #Chinese New Year to you all ! Wish you have a #healthier , #luckier, #wealthier, #happier and #better year o�?https://t.co/8iqmAVOn34",0,LinkedIn,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:21,@protonsale_apt Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:21,@marsot3 Happy Chinese New Year🎊🎊,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:19,@elain_ellie Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:19,@bonk_inu Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:18,@brucelee Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:18,@kkmy31 Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:17,@heungbaby0119 Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:17,@Solstice_Harr Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:17,@whereismumbo Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:11,@haps_6004 Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:11,@SuiGoats @Galxe Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:10,@Namieeesss Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:09,@BitMartResearch @BitMart_Futures Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:08,@michellieart @Jemiscoe @AndreaBrownLit Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
America Foy,1319043740,"San Francisco, CA",1/21/2023 23:07,"Happy Lunar New Year
https://t.co/Zp03sUlNrl
#sanfrancisco #sfrealestate #bayarearealtor #bayarea #california�?https://t.co/xlc9pvkllq",0,roomvu,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:07,@sugihara_tatuo Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Vanessa Hua,145024177,"San Francisco, CA",1/21/2023 23:07,"Happy Lunar New Year’s Eve!

https://t.co/Ztn5gNvPxr",1,Twitter Web App,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:07,@_baomii @rabbitzine Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Mike Wallach,289542907,The City,1/21/2023 23:06,Happy Year of the Bunny! https://t.co/wAXHVtEKHg,0,Twitter for Android,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:06,@Crowme2 Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:06,@kdnuniverse Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:05,@KOSEMalaysia Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:05,@just_ask_danny Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:03,@EmpireStateBldg Happy Chinese New Year🎊🎊🇨🇳🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:02,@chillustrates Happy Chinese New Year🎊🎊🇨🇳🇨🇳,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 23:00,@EmeraldKitty_ Happy Chinese New Year🎊🎊,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 22:59,@Raiders Happy Chinese New Year🎊🎊,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 22:57,@ichigowarano Happy Chinese New Year🎊🎊,0,Twitter for iPhone,
Layla Loren San Francisco ♥️,3280001442,"San Francisco, CA",1/21/2023 22:56,Happy Lunar New Year!🐰🧧�?https://t.co/K23NFeCWx8,0,Twitter for iPhone,
Kangnyeon,1.536E+18,"San Francisco, CA",1/21/2023 22:56,@Nico07573971 @britishmuseum Thank you!!Happy Chinese New Year🎊🎊,0,Twitter for iPhone,
